"orig_trial","soa","Xloc","RT","trial_nr","target_loc","gaze_dir","resp_dir","cond","congr","correct","su"
19,100,510,784.02,3,"Left","Right","Left","Head shift","Incongruent",1,"su9"
52,500,510,559.9,4,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
53,900,510,660.85,5,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
83,900,510,964.23,6,"Left","Left","Left","Head shift","Congruent",1,"su9"
31,100,510,652.69,7,"Left","Left","Left","Head shift","Congruent",1,"su9"
61,100,510,982.96,8,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
47,900,510,666.5,9,"Left","Right","Left","Head shift","Incongruent",1,"su9"
56,100,510,569.51,10,"Right","Left","Right","Head shift","Incongruent",1,"su9"
10,500,510,499.52,11,"Right","Left","Right","Head shift","Incongruent",1,"su9"
68,100,510,529.48,12,"Right","Right","Right","Head shift","Congruent",1,"su9"
36,900,510,528.22,13,"Right","Left","Right","Head shift","Incongruent",1,"su9"
50,100,510,413.57,14,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
13,100,510,466.42,15,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
1,100,510,403.34,16,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
46,500,510,406.18,17,"Right","Right","Right","Head shift","Congruent",1,"su9"
89,900,510,393.22,18,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
80,100,510,452.74,19,"Right","Left","Right","Head shift","Incongruent",1,"su9"
40,500,510,402.79,20,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
96,900,510,389.61,21,"Right","Right","Right","Head shift","Congruent",1,"su9"
69,500,510,366.67,22,"Left","Right","Left","Head shift","Incongruent",1,"su9"
49,100,510,512.06,23,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
9,500,510,453.55,24,"Left","Left","Left","Head shift","Congruent",1,"su9"
84,900,510,499.53,25,"Right","Left","Right","Head shift","Incongruent",1,"su9"
74,100,510,500.85,26,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
73,100,510,388.57,27,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
90,900,510,376.87,28,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
15,500,510,506.1,29,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
39,500,510,385.22,30,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
91,100,510,447.21,31,"Left","Right","Left","Head shift","Incongruent",1,"su9"
8,100,510,396.85,32,"Right","Left","Right","Head shift","Incongruent",1,"su9"
6,900,510,740.7,33,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
41,900,510,372.54,34,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
11,900,510,400.58,35,"Left","Left","Left","Head shift","Congruent",1,"su9"
38,100,510,549.09,36,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
75,500,510,474.69,37,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
72,900,510,364.56,38,"Right","Right","Right","Head shift","Congruent",1,"su9"
4,500,510,407.01,39,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
44,100,510,410.61,40,"Right","Right","Right","Head shift","Congruent",1,"su9"
20,100,510,373.58,41,"Right","Right","Right","Head shift","Congruent",1,"su9"
60,900,510,545.33,42,"Right","Left","Right","Head shift","Incongruent",1,"su9"
37,100,510,464.38,43,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
64,500,510,406.22,44,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
28,500,510,376.18,45,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
70,500,510,509.63,46,"Right","Right","Right","Head shift","Congruent",1,"su9"
23,900,510,357.05,47,"Left","Right","Left","Head shift","Incongruent",1,"su9"
34,500,510,413.16,48,"Right","Left","Right","Head shift","Incongruent",1,"su9"
71,900,510,363.56,49,"Left","Right","Left","Head shift","Incongruent",1,"su9"
88,500,510,397.27,50,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
67,100,510,511.79,51,"Left","Right","Left","Head shift","Incongruent",1,"su9"
81,500,510,474.77,52,"Left","Left","Left","Head shift","Congruent",1,"su9"
24,900,510,425.46,53,"Right","Right","Right","Head shift","Congruent",1,"su9"
54,900,510,396.79,54,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
42,900,510,392.24,55,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
35,900,510,377.45,56,"Left","Left","Left","Head shift","Congruent",1,"su9"
93,500,510,393.25,57,"Left","Right","Left","Head shift","Incongruent",1,"su9"
55,100,510,437.56,58,"Left","Left","Left","Head shift","Congruent",1,"su9"
58,500,510,482.92,59,"Right","Left","Right","Head shift","Incongruent",1,"su9"
85,100,510,433.93,60,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
87,500,510,410.28,61,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
62,100,510,376.84,62,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
82,500,510,393.55,63,"Right","Left","Right","Head shift","Incongruent",1,"su9"
22,500,510,353.68,64,"Right","Right","Right","Head shift","Congruent",1,"su9"
3,500,510,368.82,65,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
25,100,510,468.34,66,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
65,900,510,500.75,67,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
33,500,510,404.21,68,"Left","Left","Left","Head shift","Congruent",1,"su9"
51,500,510,425.68,69,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
76,500,510,439.22,70,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
14,100,510,399.72,71,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
66,900,510,502.02,72,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
12,900,510,364.32,73,"Right","Left","Right","Head shift","Incongruent",1,"su9"
79,100,510,391.81,74,"Left","Left","Left","Head shift","Congruent",1,"su9"
57,500,510,372.15,75,"Left","Left","Left","Head shift","Congruent",1,"su9"
29,900,510,372.28,76,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
43,100,510,450.97,77,"Left","Right","Left","Head shift","Incongruent",1,"su9"
2,100,510,369.35,78,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
18,900,510,345.38,79,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
92,100,510,560.14,80,"Right","Right","Right","Head shift","Congruent",1,"su9"
94,500,510,460.08,81,"Right","Right","Right","Head shift","Congruent",1,"su9"
30,900,510,325.17,82,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
63,500,510,352.32,83,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
26,100,510,426.68,84,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
27,500,510,410.43,85,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
59,900,510,365.84,86,"Left","Left","Left","Head shift","Congruent",1,"su9"
16,500,510,411.13,87,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
95,900,510,497.27,88,"Left","Right","Left","Head shift","Incongruent",1,"su9"
86,100,510,585.32,89,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
78,900,510,425.87,90,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
5,900,510,340.32,91,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
48,900,510,423.16,92,"Right","Right","Right","Head shift","Congruent",1,"su9"
7,100,510,476.49,93,"Left","Left","Left","Head shift","Congruent",1,"su9"
77,900,510,411.84,94,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
21,500,510,436.36,95,"Left","Right","Left","Head shift","Incongruent",1,"su9"
17,900,510,455.6,96,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
30,900,510,475.18,1,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
86,100,510,436.25,2,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
16,500,510,391.63,3,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
58,500,510,377.57,4,"Right","Left","Right","Head shift","Incongruent",1,"su9"
35,900,510,348,5,"Left","Left","Left","Head shift","Congruent",1,"su9"
19,100,510,442.61,6,"Left","Right","Left","Head shift","Incongruent",1,"su9"
78,900,510,316.15,7,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
65,900,510,461.71,8,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
4,500,510,302.53,9,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
39,500,510,427.02,10,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
21,500,510,473.11,11,"Left","Right","Left","Head shift","Incongruent",1,"su9"
60,900,510,409.49,12,"Right","Left","Right","Head shift","Incongruent",1,"su9"
94,500,510,390.25,13,"Right","Right","Right","Head shift","Congruent",1,"su9"
91,100,510,462.36,14,"Left","Right","Left","Head shift","Incongruent",1,"su9"
6,900,510,364.04,15,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
22,500,510,371.77,16,"Right","Right","Right","Head shift","Congruent",1,"su9"
11,900,510,394.7,17,"Left","Left","Left","Head shift","Congruent",1,"su9"
17,900,510,415.11,18,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
3,500,510,407.19,19,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
96,900,510,476.2,20,"Right","Right","Right","Head shift","Congruent",1,"su9"
57,500,510,356.41,21,"Left","Left","Left","Head shift","Congruent",1,"su9"
7,100,510,473.48,22,"Left","Left","Left","Head shift","Congruent",1,"su9"
8,100,510,430.84,23,"Right","Left","Right","Head shift","Incongruent",1,"su9"
81,500,510,391.5,24,"Left","Left","Left","Head shift","Congruent",1,"su9"
1,100,510,353.12,25,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
62,100,510,383.43,26,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
51,500,510,381.78,27,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
75,500,510,342.08,28,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
42,900,510,353.49,29,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
12,900,510,384.09,30,"Right","Left","Right","Head shift","Incongruent",1,"su9"
41,900,510,446.38,31,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
5,900,510,392.28,32,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
79,100,510,435.91,33,"Left","Left","Left","Head shift","Congruent",1,"su9"
70,500,510,353.64,34,"Right","Right","Right","Head shift","Congruent",1,"su9"
77,900,510,385.99,35,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
38,100,510,414.39,36,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
56,100,510,646.99,37,"Right","Left","Right","Head shift","Incongruent",1,"su9"
82,500,510,347.32,38,"Right","Left","Right","Head shift","Incongruent",1,"su9"
31,100,510,373.33,39,"Left","Left","Left","Head shift","Congruent",1,"su9"
54,900,510,525.29,40,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
40,500,510,526.41,41,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
27,500,510,407.9,42,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
50,100,510,441.57,43,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
14,100,510,380.67,44,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
24,900,510,314.06,45,"Right","Right","Right","Head shift","Congruent",1,"su9"
46,500,510,389.48,46,"Right","Right","Right","Head shift","Congruent",1,"su9"
67,100,510,468.41,47,"Left","Right","Left","Head shift","Incongruent",1,"su9"
93,500,510,357.82,48,"Left","Right","Left","Head shift","Incongruent",1,"su9"
26,100,510,669.05,49,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
15,500,510,527.4,50,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
72,900,510,355.49,51,"Right","Right","Right","Head shift","Congruent",1,"su9"
73,100,510,386.98,52,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
68,100,510,352.54,53,"Right","Right","Right","Head shift","Congruent",1,"su9"
85,100,510,407.06,54,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
92,100,510,516.78,55,"Right","Right","Right","Head shift","Congruent",1,"su9"
53,900,510,388.05,56,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
52,500,510,526.15,57,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
28,500,510,379.15,58,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
71,900,510,325.61,59,"Left","Right","Left","Head shift","Incongruent",1,"su9"
55,100,510,489.32,60,"Left","Left","Left","Head shift","Congruent",1,"su9"
90,900,510,397.34,61,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
74,100,510,429.72,62,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
43,100,510,420.15,63,"Left","Right","Left","Head shift","Incongruent",1,"su9"
32,100,510,413.7,64,"Right","Left","Right","Head shift","Incongruent",1,"su9"
45,500,510,345.97,65,"Left","Right","Left","Head shift","Incongruent",1,"su9"
87,500,510,393.5,66,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
33,500,510,327.92,67,"Left","Left","Left","Head shift","Congruent",1,"su9"
36,900,510,357.45,68,"Right","Left","Right","Head shift","Incongruent",1,"su9"
95,900,510,367.14,69,"Left","Right","Left","Head shift","Incongruent",1,"su9"
23,900,510,392.8,70,"Left","Right","Left","Head shift","Incongruent",1,"su9"
59,900,510,383.3,71,"Left","Left","Left","Head shift","Congruent",1,"su9"
76,500,510,406.11,72,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
69,500,510,332.92,73,"Left","Right","Left","Head shift","Incongruent",1,"su9"
44,100,510,414.92,74,"Right","Right","Right","Head shift","Congruent",1,"su9"
84,900,510,380.69,75,"Right","Left","Right","Head shift","Incongruent",1,"su9"
89,900,510,490.59,76,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
25,100,510,432.98,77,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
29,900,510,352.47,78,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
18,900,510,363.65,79,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
37,100,510,484.59,80,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
63,500,510,359.47,81,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
13,100,510,507.07,82,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
61,100,510,390,83,"Left","Right","Left","Gaze shift","Incongruent",1,"su9"
9,500,510,392.72,84,"Left","Left","Left","Head shift","Congruent",1,"su9"
20,100,510,487.38,85,"Right","Right","Right","Head shift","Congruent",1,"su9"
83,900,510,383.01,86,"Left","Left","Left","Head shift","Congruent",1,"su9"
49,100,510,410.93,87,"Left","Left","Left","Gaze shift","Congruent",1,"su9"
64,500,510,426.57,88,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
48,900,510,557.54,89,"Right","Right","Right","Head shift","Congruent",1,"su9"
88,500,510,393.21,90,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
80,100,510,484.9,91,"Right","Left","Right","Head shift","Incongruent",1,"su9"
2,100,510,518.96,92,"Right","Left","Right","Gaze shift","Incongruent",1,"su9"
47,900,510,406.01,93,"Left","Right","Left","Head shift","Incongruent",1,"su9"
34,500,510,377.46,94,"Right","Left","Right","Head shift","Incongruent",1,"su9"
66,900,510,547.98,95,"Right","Right","Right","Gaze shift","Congruent",1,"su9"
10,500,510,431.86,96,"Right","Left","Right","Head shift","Incongruent",1,"su9"
5,900,510,471.72,1,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
25,100,510,379.61,2,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
30,900,510,376.69,3,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
72,900,510,488.17,4,"Right","Right","Right","Head shift","Congruent",1,"su10"
21,500,510,451.79,5,"Left","Right","Left","Head shift","Incongruent",1,"su10"
49,100,510,559.66,6,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
94,500,510,334.28,7,"Right","Right","Right","Head shift","Congruent",1,"su10"
60,900,510,364.88,8,"Right","Left","Right","Head shift","Incongruent",1,"su10"
75,500,510,390.72,9,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
85,100,510,498.71,10,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
34,500,510,464.42,11,"Right","Left","Right","Head shift","Incongruent",1,"su10"
66,900,510,309.94,12,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
88,500,510,538.08,13,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
83,900,510,312.2,14,"Left","Left","Left","Head shift","Congruent",1,"su10"
79,100,510,399.38,15,"Left","Left","Left","Head shift","Congruent",1,"su10"
58,500,510,348.77,16,"Right","Left","Right","Head shift","Incongruent",1,"su10"
52,500,510,403.89,17,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
4,500,510,356.81,18,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
65,900,510,439.43,19,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
7,100,510,548.53,20,"Left","Left","Left","Head shift","Congruent",1,"su10"
76,500,510,654.91,21,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
59,900,510,559.85,22,"Left","Left","Left","Head shift","Congruent",1,"su10"
84,900,510,495.61,23,"Right","Left","Right","Head shift","Incongruent",1,"su10"
56,100,510,439.43,24,"Right","Left","Right","Head shift","Incongruent",1,"su10"
11,900,510,348.4,25,"Left","Left","Left","Head shift","Congruent",1,"su10"
39,500,510,462.61,26,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
8,100,510,474.68,27,"Right","Left","Right","Head shift","Incongruent",1,"su10"
41,900,510,318.59,28,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
64,500,510,383.78,29,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
73,100,510,423.08,30,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
24,900,510,404.68,31,"Right","Right","Right","Head shift","Congruent",1,"su10"
43,100,510,547.26,32,"Left","Right","Left","Head shift","Incongruent",1,"su10"
16,500,510,446.52,33,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
87,500,510,449.97,34,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
6,900,510,440.71,35,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
14,100,510,453.4,36,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
68,100,510,484.36,37,"Right","Right","Right","Head shift","Congruent",1,"su10"
82,500,510,344.65,38,"Right","Left","Right","Head shift","Incongruent",1,"su10"
1,100,510,429.98,39,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
67,100,510,457.32,40,"Left","Right","Left","Head shift","Incongruent",1,"su10"
80,100,510,416.39,41,"Right","Left","Right","Head shift","Incongruent",1,"su10"
91,100,510,544.26,42,"Left","Right","Left","Head shift","Incongruent",1,"su10"
77,900,510,453.44,43,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
35,900,510,346.36,44,"Left","Left","Left","Head shift","Congruent",1,"su10"
57,500,510,383.08,45,"Left","Left","Left","Head shift","Congruent",1,"su10"
22,500,510,421.8,46,"Right","Right","Right","Head shift","Congruent",1,"su10"
63,500,510,328.58,47,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
96,900,510,412.62,48,"Right","Right","Right","Head shift","Congruent",1,"su10"
29,900,510,406.2,49,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
13,100,510,548.83,50,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
2,100,510,761.89,51,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
54,900,510,430.39,52,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
32,100,510,468.48,53,"Right","Left","Right","Head shift","Incongruent",1,"su10"
28,500,510,320.48,54,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
18,900,510,418.41,55,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
92,100,510,405.66,56,"Right","Right","Right","Head shift","Congruent",1,"su10"
71,900,510,333.67,57,"Left","Right","Left","Head shift","Incongruent",1,"su10"
50,100,510,516.89,58,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
36,900,510,244.75,59,"Right","Left","Right","Head shift","Incongruent",1,"su10"
70,500,510,423.45,60,"Right","Right","Right","Head shift","Congruent",1,"su10"
33,500,510,421.56,61,"Left","Left","Left","Head shift","Congruent",1,"su10"
47,900,510,380.67,62,"Left","Right","Left","Head shift","Incongruent",1,"su10"
89,900,510,414.28,63,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
95,900,510,327.03,64,"Left","Right","Left","Head shift","Incongruent",1,"su10"
44,100,510,514.64,65,"Right","Right","Left","Head shift","Congruent",0,"su10"
46,500,510,422.1,66,"Right","Right","Right","Head shift","Congruent",1,"su10"
86,100,510,423.24,67,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
45,500,510,358.25,68,"Left","Right","Left","Head shift","Incongruent",1,"su10"
37,100,510,403.25,69,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
10,500,510,277.04,70,"Right","Left","Right","Head shift","Incongruent",1,"su10"
90,900,510,472.63,71,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
3,500,510,397.66,72,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
93,500,510,457.74,73,"Left","Right","Left","Head shift","Incongruent",1,"su10"
31,100,510,511.6,74,"Left","Left","Left","Head shift","Congruent",1,"su10"
42,900,510,436.97,75,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
74,100,510,473.62,76,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
62,100,510,411.61,77,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
78,900,510,496.55,78,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
15,500,510,417.27,79,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
20,100,510,350.61,80,"Right","Right","Right","Head shift","Congruent",1,"su10"
27,500,510,455.03,81,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
48,900,510,388.2,82,"Right","Right","Right","Head shift","Congruent",1,"su10"
69,500,510,353.03,83,"Left","Right","Left","Head shift","Incongruent",1,"su10"
23,900,510,475.51,84,"Left","Right","Left","Head shift","Incongruent",1,"su10"
61,100,510,501.22,85,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
19,100,510,487.88,86,"Left","Right","Left","Head shift","Incongruent",1,"su10"
38,100,510,388.1,87,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
55,100,510,450.96,88,"Left","Left","Left","Head shift","Congruent",1,"su10"
26,100,510,445.98,89,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
17,900,510,456.66,90,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
53,900,510,571.44,91,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
12,900,510,372.95,92,"Right","Left","Right","Head shift","Incongruent",1,"su10"
9,500,510,460.5,93,"Left","Left","Left","Head shift","Congruent",1,"su10"
40,500,510,371.67,94,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
51,500,510,535.27,95,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
81,500,510,383.97,96,"Left","Left","Left","Head shift","Congruent",1,"su10"
11,900,510,372.39,1,"Left","Left","Left","Head shift","Congruent",1,"su10"
84,900,510,376.84,2,"Right","Left","Right","Head shift","Incongruent",1,"su10"
45,500,510,387.05,3,"Left","Right","Left","Head shift","Incongruent",1,"su10"
62,100,510,357.98,4,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
36,900,510,366.57,5,"Right","Left","Right","Head shift","Incongruent",1,"su10"
50,100,510,750.07,6,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
27,500,510,391.33,7,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
58,500,510,308.18,8,"Right","Left","Right","Head shift","Incongruent",1,"su10"
59,900,510,359.71,9,"Left","Left","Left","Head shift","Congruent",1,"su10"
19,100,510,443.86,10,"Left","Right","Left","Head shift","Incongruent",1,"su10"
24,900,510,320.61,11,"Right","Right","Right","Head shift","Congruent",1,"su10"
55,100,510,695.2,12,"Left","Left","Left","Head shift","Congruent",1,"su10"
87,500,510,314.35,13,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
15,500,510,304.65,14,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
82,500,510,277.01,15,"Right","Left","Right","Head shift","Incongruent",1,"su10"
20,100,510,346.1,16,"Right","Right","Right","Head shift","Congruent",1,"su10"
34,500,510,304.42,17,"Right","Left","Right","Head shift","Incongruent",1,"su10"
23,900,510,272.93,18,"Left","Right","Left","Head shift","Incongruent",1,"su10"
1,100,510,346.93,19,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
29,900,510,286.79,20,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
10,500,510,377.15,21,"Right","Left","Right","Head shift","Incongruent",1,"su10"
40,500,510,305.11,22,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
70,500,510,314.97,23,"Right","Right","Right","Head shift","Congruent",1,"su10"
68,100,510,339.43,24,"Right","Right","Right","Head shift","Congruent",1,"su10"
25,100,510,472.62,25,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
77,900,510,338.51,26,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
41,900,510,360.61,27,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
21,500,510,313.65,28,"Left","Right","Left","Head shift","Incongruent",1,"su10"
89,900,510,348.24,29,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
79,100,510,427.57,30,"Left","Left","Left","Head shift","Congruent",1,"su10"
94,500,510,322.45,31,"Right","Right","Right","Head shift","Congruent",1,"su10"
92,100,510,356.21,32,"Right","Right","Right","Head shift","Congruent",1,"su10"
74,100,510,357.27,33,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
14,100,510,359.93,34,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
91,100,510,368.3,35,"Left","Right","Left","Head shift","Incongruent",1,"su10"
75,500,510,419.48,36,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
37,100,510,427.22,37,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
18,900,510,536,38,"Right","Right","Right","Gaze shift","Congruent",1,"su10"
49,100,510,338.96,39,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
26,100,510,497.15,40,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
65,900,510,343.22,41,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
4,500,510,269.98,42,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
63,500,510,321.52,43,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
73,100,510,325.71,44,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
43,100,510,417.08,45,"Left","Right","Left","Head shift","Incongruent",1,"su10"
96,900,510,323.25,46,"Right","Right","Right","Head shift","Congruent",1,"su10"
6,900,510,362.3,47,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
46,500,510,360.4,48,"Right","Right","Right","Head shift","Congruent",1,"su10"
7,100,510,421.55,49,"Left","Left","Left","Head shift","Congruent",1,"su10"
17,900,510,380.77,50,"Left","Right","Left","Gaze shift","Incongruent",1,"su10"
28,500,510,386.52,51,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
53,900,510,355.47,52,"Left","Left","Left","Gaze shift","Congruent",1,"su10"
80,100,510,429.81,53,"Right","Left","Right","Head shift","Incongruent",1,"su10"
2,100,510,434.14,54,"Right","Left","Right","Gaze shift","Incongruent",1,"su10"
47,900,510,382.01,55,"Left","Right","Left","Head shift","Incongruent",1,"su10"
31,100,510,387.46,56,"Left","Left","Left","Head shift","Congruent",1,"su10"
72,900,510,354.89,57,"Right","Right","Right","Head shift","Congruent",1,"su10"
60,900,510,274.7,58,"Right","Left","Right","Head shift","Incongruent",1,"su10"
