"orig_trial","soa","Xloc","RT","trial_nr","target_loc","gaze_dir","resp_dir","cond","congr","correct","su"
12,900,510,374.74,57,"Right","Left","Right","Head shift","Incongruent",1,"su2"
6,900,510,351.59,58,"Right","Left","Right","Gaze shift","Incongruent",1,"su2"
37,100,510,434.15,59,"Left","Right","Left","Gaze shift","Incongruent",1,"su2"
27,500,510,351.54,60,"Left","Left","Left","Gaze shift","Congruent",1,"su2"
48,900,510,414.79,61,"Right","Right","Right","Head shift","Congruent",1,"su2"
8,100,510,448.33,62,"Right","Left","Right","Head shift","Incongruent",1,"su2"
17,900,510,322.13,63,"Left","Right","Left","Gaze shift","Incongruent",1,"su2"
80,100,510,404.5,64,"Right","Left","Right","Head shift","Incongruent",1,"su2"
42,900,510,322.49,65,"Right","Right","Right","Gaze shift","Congruent",1,"su2"
92,100,510,415.9,66,"Right","Right","Right","Head shift","Congruent",1,"su2"
14,100,510,381.9,67,"Right","Right","Right","Gaze shift","Congruent",1,"su2"
88,500,510,333.07,68,"Right","Right","Right","Gaze shift","Congruent",1,"su2"
13,100,510,360.01,69,"Left","Right","Left","Gaze shift","Incongruent",1,"su2"
41,900,510,369.78,70,"Left","Right","Left","Gaze shift","Incongruent",1,"su2"
64,500,510,438.09,71,"Right","Right","Right","Gaze shift","Congruent",1,"su2"
9,500,510,370.33,72,"Left","Left","Left","Head shift","Congruent",1,"su2"
90,900,510,360.99,73,"Right","Right","Right","Gaze shift","Congruent",1,"su2"
74,100,510,351.91,74,"Right","Left","Right","Gaze shift","Incongruent",1,"su2"
50,100,510,565.07,75,"Right","Left","Right","Gaze shift","Incongruent",1,"su2"
86,100,510,323.33,76,"Right","Right","Right","Gaze shift","Congruent",1,"su2"
15,500,510,366.6,77,"Left","Right","Left","Gaze shift","Incongruent",1,"su2"
84,900,510,331.09,78,"Right","Left","Right","Head shift","Incongruent",1,"su2"
49,100,510,503.46,79,"Left","Left","Left","Gaze shift","Congruent",1,"su2"
89,900,510,460.59,80,"Left","Right","Left","Gaze shift","Incongruent",1,"su2"
61,100,510,316.13,81,"Left","Right","Left","Gaze shift","Incongruent",1,"su2"
34,500,510,454.34,82,"Right","Left","Right","Head shift","Incongruent",1,"su2"
85,100,510,458.29,83,"Left","Right","Left","Gaze shift","Incongruent",1,"su2"
91,100,510,400.69,84,"Left","Right","Left","Head shift","Incongruent",1,"su2"
69,500,510,426.4,85,"Left","Right","Left","Head shift","Incongruent",1,"su2"
4,500,510,360.75,86,"Right","Left","Right","Gaze shift","Incongruent",1,"su2"
66,900,510,345.57,87,"Right","Right","Right","Gaze shift","Congruent",1,"su2"
43,100,510,476.71,88,"Left","Right","Left","Head shift","Incongruent",1,"su2"
22,500,510,376.22,89,"Right","Right","Right","Head shift","Congruent",1,"su2"
76,500,510,320.16,90,"Right","Left","Right","Gaze shift","Incongruent",1,"su2"
94,500,510,350.29,91,"Right","Right","Right","Head shift","Congruent",1,"su2"
39,500,510,316.53,92,"Left","Right","Left","Gaze shift","Incongruent",1,"su2"
57,500,510,380.35,93,"Left","Left","Left","Head shift","Congruent",1,"su2"
26,100,510,411.38,94,"Right","Left","Right","Gaze shift","Incongruent",1,"su2"
33,500,510,302.74,95,"Left","Left","Left","Head shift","Congruent",1,"su2"
67,100,510,418.34,96,"Left","Right","Left","Head shift","Incongruent",1,"su2"
27,500,510,893.5,1,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
46,500,510,388.25,2,"Right","Right","Right","Head shift","Congruent",1,"su3"
54,900,510,523.24,3,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
9,500,510,586.2,4,"Left","Left","Left","Head shift","Congruent",1,"su3"
4,500,510,432.19,5,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
7,100,510,539.26,6,"Left","Left","Left","Head shift","Congruent",1,"su3"
40,500,510,414.29,7,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
61,100,510,514.25,8,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
14,100,510,529.24,9,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
88,500,510,584.68,10,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
6,900,510,634.65,11,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
85,100,510,598.22,12,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
65,900,510,560.53,13,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
55,100,510,529.53,14,"Left","Left","Left","Head shift","Congruent",1,"su3"
1,100,510,529.07,15,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
30,900,510,455.07,16,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
19,100,510,569.2,17,"Left","Right","Left","Head shift","Incongruent",1,"su3"
47,900,510,510.75,18,"Left","Right","Left","Head shift","Incongruent",1,"su3"
76,500,510,521.14,19,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
35,900,510,503.14,20,"Left","Left","Left","Head shift","Congruent",1,"su3"
78,900,510,942.44,21,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
16,500,510,742.31,22,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
72,900,510,581.08,23,"Right","Right","Right","Head shift","Congruent",1,"su3"
2,100,510,607.43,24,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
60,900,510,393.5,25,"Right","Left","Right","Head shift","Incongruent",1,"su3"
12,900,510,487.43,26,"Right","Left","Right","Head shift","Incongruent",1,"su3"
83,900,510,420.99,27,"Left","Left","Left","Head shift","Congruent",1,"su3"
10,500,510,403.01,28,"Right","Left","Right","Head shift","Incongruent",1,"su3"
57,500,510,474.02,29,"Left","Left","Left","Head shift","Congruent",1,"su3"
11,900,510,447.93,30,"Left","Left","Left","Head shift","Congruent",1,"su3"
63,500,510,600.66,31,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
20,100,510,627.78,32,"Right","Right","Right","Head shift","Congruent",1,"su3"
82,500,510,459.48,33,"Right","Left","Right","Head shift","Incongruent",1,"su3"
26,100,510,592.68,34,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
90,900,510,416.06,35,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
68,100,510,682.73,36,"Right","Right","Right","Head shift","Congruent",1,"su3"
39,500,510,462.31,37,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
24,900,510,349.27,38,"Right","Right","Right","Head shift","Congruent",1,"su3"
94,500,510,363.99,39,"Right","Right","Right","Head shift","Congruent",1,"su3"
59,900,510,400.8,40,"Left","Left","Left","Head shift","Congruent",1,"su3"
62,100,510,692.02,41,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
49,100,510,426.81,42,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
51,500,510,416.63,43,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
67,100,510,481.75,44,"Left","Right","Left","Head shift","Incongruent",1,"su3"
56,100,510,611.5,45,"Right","Left","Right","Head shift","Incongruent",1,"su3"
95,900,510,385.18,46,"Left","Right","Left","Head shift","Incongruent",1,"su3"
52,500,510,527.62,47,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
33,500,510,361.88,48,"Left","Left","Left","Head shift","Congruent",1,"su3"
73,100,510,753.72,49,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
69,500,510,474.78,50,"Left","Right","Left","Head shift","Incongruent",1,"su3"
96,900,510,467.27,51,"Right","Right","Right","Head shift","Congruent",1,"su3"
70,500,510,385.01,52,"Right","Right","Right","Head shift","Congruent",1,"su3"
45,500,510,407.4,53,"Left","Right","Left","Head shift","Incongruent",1,"su3"
71,900,510,510.49,54,"Left","Right","Left","Head shift","Incongruent",1,"su3"
79,100,510,658.42,55,"Left","Left","Left","Head shift","Congruent",1,"su3"
89,900,510,396.51,56,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
34,500,510,345.5,57,"Right","Left","Right","Head shift","Incongruent",1,"su3"
93,500,510,400.95,58,"Left","Right","Left","Head shift","Incongruent",1,"su3"
8,100,510,1336.79,59,"Right","Left","Right","Head shift","Incongruent",1,"su3"
17,900,510,407.04,60,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
25,100,510,579.54,61,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
44,100,510,357.04,62,"Right","Right","Right","Head shift","Congruent",1,"su3"
58,500,510,447.22,63,"Right","Left","Right","Head shift","Incongruent",1,"su3"
64,500,510,392.27,64,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
81,500,510,387.49,65,"Left","Left","Left","Head shift","Congruent",1,"su3"
43,100,510,533.64,66,"Left","Right","Left","Head shift","Incongruent",1,"su3"
18,900,510,370.86,67,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
80,100,510,798.67,68,"Right","Left","Right","Head shift","Incongruent",1,"su3"
66,900,510,419.22,69,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
42,900,510,425.84,70,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
5,900,510,381.72,71,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
36,900,510,342.95,72,"Right","Left","Right","Head shift","Incongruent",1,"su3"
21,500,510,548.37,73,"Left","Right","Left","Head shift","Incongruent",1,"su3"
37,100,510,399.55,74,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
31,100,510,429.9,75,"Left","Left","Left","Head shift","Congruent",1,"su3"
15,500,510,444.99,76,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
29,900,510,384.34,77,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
53,900,510,562.17,78,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
13,100,510,483.61,79,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
77,900,510,397.14,80,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
84,900,510,435.02,81,"Right","Left","Right","Head shift","Incongruent",1,"su3"
91,100,510,469.73,82,"Left","Right","Left","Head shift","Incongruent",1,"su3"
41,900,510,584.34,83,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
3,500,510,445.56,84,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
28,500,510,814.48,85,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
32,100,510,444.74,86,"Right","Left","Right","Head shift","Incongruent",1,"su3"
48,900,510,326.44,87,"Right","Right","Right","Head shift","Congruent",1,"su3"
75,500,510,343.75,88,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
23,900,510,617.58,89,"Left","Right","Left","Head shift","Incongruent",1,"su3"
86,100,510,359.71,90,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
50,100,510,453.27,91,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
38,100,510,422.2,92,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
74,100,510,395.53,93,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
87,500,510,339.08,94,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
92,100,510,445.56,95,"Right","Right","Right","Head shift","Congruent",1,"su3"
22,500,510,430.55,96,"Right","Right","Right","Head shift","Congruent",1,"su3"
63,500,510,417.81,1,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
19,100,510,632.97,2,"Left","Right","Left","Head shift","Incongruent",1,"su3"
8,100,510,458.76,3,"Right","Left","Right","Head shift","Incongruent",1,"su3"
91,100,510,436.4,4,"Left","Right","Left","Head shift","Incongruent",1,"su3"
93,500,510,390.39,5,"Left","Right","Left","Head shift","Incongruent",1,"su3"
45,500,510,414.08,6,"Left","Right","Left","Head shift","Incongruent",1,"su3"
20,100,510,509.9,7,"Right","Right","Right","Head shift","Congruent",1,"su3"
96,900,510,588.43,8,"Right","Right","Right","Head shift","Congruent",1,"su3"
55,100,510,887.39,9,"Left","Left","Left","Head shift","Congruent",1,"su3"
65,900,510,373.52,10,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
86,100,510,529.34,11,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
88,500,510,407.67,12,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
44,100,510,509.41,13,"Right","Right","Right","Head shift","Congruent",1,"su3"
30,900,510,356.33,14,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
43,100,510,629.18,15,"Left","Right","Left","Head shift","Incongruent",1,"su3"
52,500,510,356.5,16,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
81,500,510,351.47,17,"Left","Left","Left","Head shift","Congruent",1,"su3"
61,100,510,689.73,18,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
21,500,510,466.16,19,"Left","Right","Left","Head shift","Incongruent",1,"su3"
26,100,510,487.99,20,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
4,500,510,424.78,21,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
66,900,510,447.71,22,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
10,500,510,643.94,23,"Right","Left","Right","Head shift","Incongruent",1,"su3"
35,900,510,350.35,24,"Left","Left","Left","Head shift","Congruent",1,"su3"
53,900,510,434.09,25,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
76,500,510,376.98,26,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
29,900,510,364.19,27,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
34,500,510,401.52,28,"Right","Left","Right","Head shift","Incongruent",1,"su3"
6,900,510,432,29,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
18,900,510,369.86,30,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
90,900,510,405.45,31,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
60,900,510,548.31,32,"Right","Left","Right","Head shift","Incongruent",1,"su3"
32,100,510,482,33,"Right","Left","Right","Head shift","Incongruent",1,"su3"
28,500,510,388.23,34,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
15,500,510,416.41,35,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
77,900,510,513.27,36,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
3,500,510,877.98,37,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
13,100,510,577.42,38,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
11,900,510,382.92,39,"Left","Left","Left","Head shift","Congruent",1,"su3"
7,100,510,444.7,40,"Left","Left","Left","Head shift","Congruent",1,"su3"
36,900,510,358.85,41,"Right","Left","Right","Head shift","Incongruent",1,"su3"
25,100,510,588.69,42,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
38,100,510,432.47,43,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
49,100,510,508.11,44,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
57,500,510,403.95,45,"Left","Left","Left","Head shift","Congruent",1,"su3"
1,100,510,547.83,46,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
40,500,510,376.2,47,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
51,500,510,545.75,48,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
89,900,510,513.98,49,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
47,900,510,656.83,50,"Left","Right","Left","Head shift","Incongruent",1,"su3"
64,500,510,362.74,51,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
72,900,510,350.42,52,"Right","Right","Right","Head shift","Congruent",1,"su3"
95,900,510,412.83,53,"Left","Right","Left","Head shift","Incongruent",1,"su3"
83,900,510,356.23,54,"Left","Left","Left","Head shift","Congruent",1,"su3"
69,500,510,552.4,55,"Left","Right","Left","Head shift","Incongruent",1,"su3"
54,900,510,407.71,56,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
82,500,510,636.08,57,"Right","Left","Right","Head shift","Incongruent",1,"su3"
50,100,510,832.72,58,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
62,100,510,674.74,59,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
17,900,510,382.18,60,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
56,100,510,722.46,61,"Right","Left","Right","Head shift","Incongruent",1,"su3"
39,500,510,488.89,62,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
70,500,510,352.55,63,"Right","Right","Right","Head shift","Congruent",1,"su3"
48,900,510,372.69,64,"Right","Right","Right","Head shift","Congruent",1,"su3"
73,100,510,760.14,65,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
5,900,510,617.67,66,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
85,100,510,688.05,67,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
67,100,510,647.87,68,"Left","Right","Left","Head shift","Incongruent",1,"su3"
22,500,510,438.84,69,"Right","Right","Right","Head shift","Congruent",1,"su3"
16,500,510,398.99,70,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
71,900,510,770.57,71,"Left","Right","Left","Head shift","Incongruent",1,"su3"
74,100,510,380.9,72,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
92,100,510,485.56,73,"Right","Right","Right","Head shift","Congruent",1,"su3"
46,500,510,398.35,74,"Right","Right","Right","Head shift","Congruent",1,"su3"
79,100,510,552.74,75,"Left","Left","Left","Head shift","Congruent",1,"su3"
80,100,510,539.14,76,"Right","Left","Right","Head shift","Incongruent",1,"su3"
42,900,510,421.26,77,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
31,100,510,563.25,78,"Left","Left","Left","Head shift","Congruent",1,"su3"
14,100,510,384.29,79,"Right","Right","Right","Gaze shift","Congruent",1,"su3"
24,900,510,331.97,80,"Right","Right","Right","Head shift","Congruent",1,"su3"
84,900,510,386.89,81,"Right","Left","Right","Head shift","Incongruent",1,"su3"
37,100,510,673.63,82,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
41,900,510,522.14,83,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
9,500,510,461.93,84,"Left","Left","Left","Head shift","Congruent",1,"su3"
23,900,510,549.67,85,"Left","Right","Left","Head shift","Incongruent",1,"su3"
94,500,510,291.8,86,"Right","Right","Right","Head shift","Congruent",1,"su3"
87,500,510,473.18,87,"Left","Right","Left","Gaze shift","Incongruent",1,"su3"
58,500,510,354.34,88,"Right","Left","Right","Head shift","Incongruent",1,"su3"
12,900,510,422.07,89,"Right","Left","Right","Head shift","Incongruent",1,"su3"
33,500,510,363.69,90,"Left","Left","Left","Head shift","Congruent",1,"su3"
2,100,510,442.96,91,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
59,900,510,354.15,92,"Left","Left","Left","Head shift","Congruent",1,"su3"
75,500,510,570.06,93,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
78,900,510,515.1,94,"Right","Left","Right","Gaze shift","Incongruent",1,"su3"
68,100,510,808.87,95,"Right","Right","Right","Head shift","Congruent",1,"su3"
27,500,510,402.86,96,"Left","Left","Left","Gaze shift","Congruent",1,"su3"
54,900,510,498.64,1,"Right","Left","Right","Gaze shift","Incongruent",1,"su4"
9,500,510,294.58,2,"Left","Left","Left","Head shift","Congruent",1,"su4"
17,900,510,297.14,3,"Left","Right","Left","Gaze shift","Incongruent",1,"su4"
69,500,510,318.32,4,"Left","Right","Left","Head shift","Incongruent",1,"su4"
52,500,510,252.35,5,"Right","Left","Right","Gaze shift","Incongruent",1,"su4"
7,100,510,316.39,6,"Left","Left","Left","Head shift","Congruent",1,"su4"
