ID,Validity,Time,Stim,Resp,Cond
4,Invalid,0.382,Left,2,2
4,Valid,0.355,Right,2,1
4,Valid,0.355,Right,2,1
4,Valid,0.339,Right,2,1
4,Invalid,0.291,Left,2,2
4,Valid,0.421,Left,2,1
4,Valid,0.458,Left,2,1
4,Valid,0.3,Right,2,1
4,Invalid,0.285,Right,2,2
4,Invalid,0.478,Left,2,2
4,Valid,0.383,Left,2,1
4,Invalid,0.42,Right,2,2
4,Invalid,0.351,Left,2,2
4,Valid,0.354,Left,2,1
4,Valid,0.43,Right,2,1
4,Valid,0.308,Right,2,1
4,Invalid,0.342,Left,2,2
4,Invalid,0.405,Right,2,2
4,Invalid,0.342,Right,2,2
4,Invalid,0.335,Left,2,2
4,Valid,0.293,Right,2,1
4,Invalid,0.34,Right,2,2
4,Valid,0.331,Right,2,1
4,Valid,0.28,Left,2,1
4,Invalid,0.523,Right,2,2
4,Valid,0.468,Left,2,1
4,Valid,0.365,Left,2,1
4,Valid,0.369,Right,2,1
4,Valid,0.336,Right,2,1
4,Invalid,0.296,Right,2,2
4,Valid,0.394,Left,2,1
4,Invalid,0.261,Left,2,2
4,Invalid,0.407,Left,2,2
4,Valid,0.354,Left,2,1
4,Invalid,0.344,Left,2,2
4,Valid,0.344,Right,2,1
4,Invalid,0.496,Left,2,2
4,Invalid,0.313,Left,2,2
4,Invalid,0.375,Right,2,2
4,Valid,0.334,Right,2,1
4,Invalid,0.412,Left,2,2
4,Valid,0.314,Left,2,1
4,Invalid,0.361,Right,2,2
4,Valid,0.391,Left,2,1
4,Valid,0.307,Right,2,1
4,Valid,0.425,Left,2,1
4,Valid,0.34,Right,2,1
4,Invalid,0.353,Left,2,2
4,Valid,0.388,Right,2,1
4,Invalid,0.498,Right,2,2
4,Valid,0.396,Left,2,1
4,Invalid,0.336,Right,2,2
4,Invalid,0.385,Right,2,2
4,Invalid,0.479,Left,2,2
4,Valid,0.312,Left,2,1
4,Invalid,0.304,Left,2,2
4,Invalid,0.383,Left,2,2
4,Invalid,0.342,Left,2,2
4,Invalid,0.396,Right,2,2
4,Invalid,0.319,Left,2,2
4,Valid,0.342,Right,2,1
4,Valid,0.31,Right,2,1
4,Valid,0.422,Left,2,1
4,Valid,0.331,Left,2,1
4,Valid,0.304,Left,2,1
4,Valid,0.312,Right,2,1
4,Valid,0.326,Right,2,1
4,Invalid,0.572,Right,2,2
4,Valid,0.267,Right,2,1
4,Valid,0.268,Left,2,1
4,Invalid,0.275,Right,2,2
4,Invalid,0.414,Right,2,2
4,Valid,0.283,Left,2,1
4,Invalid,0.318,Right,2,2
4,Invalid,0.415,Left,2,2
4,Valid,0.308,Left,2,1
4,Invalid,0.459,Left,2,2
4,Valid,0.391,Right,2,1
4,Invalid,0.427,Right,2,2
4,Invalid,0.368,Left,2,2
4,Valid,0.397,Right,2,1
4,Valid,0.283,Left,2,1
4,Invalid,0.414,Right,2,2
4,Valid,0.307,Right,2,1
4,Invalid,0.291,Right,2,2
4,Invalid,0.282,Left,2,2
4,Valid,0.45,Left,2,1
4,Invalid,0.412,Left,2,2
4,Valid,0.374,Left,2,1
4,Valid,0.387,Right,2,1
4,Valid,0.326,Right,2,1
4,Invalid,0.438,Left,2,2
4,Valid,0.441,Left,2,1
4,Invalid,0.405,Right,2,2
4,Invalid,0.615,Right,2,2
4,Invalid,0.414,Left,2,2
4,Valid,0.348,Right,2,1
4,Valid,0.386,Left,2,1
4,Invalid,0.35,Right,2,2
4,Valid,0.292,Right,2,1
4,Valid,0.3,Left,2,1
4,Invalid,0.444,Right,2,2
4,Valid,0.269,Right,2,1
4,Valid,0.311,Left,2,1
4,Invalid,0.318,Left,2,2
4,Invalid,0.335,Left,2,2
4,Valid,0.31,Right,2,1
4,Invalid,0.247,Right,2,2
4,Valid,0.259,Left,2,1
4,Invalid,0.303,Left,2,2
4,Valid,0.341,Left,2,1
4,Invalid,0.329,Left,2,2
4,Valid,0.29,Right,2,1
4,Invalid,0.297,Right,2,2
4,Invalid,0.291,Right,1,2
4,Valid,0.356,Right,2,1
4,Invalid,0.306,Right,2,2
4,Valid,0.311,Left,2,1
4,Valid,0.501,Right,2,1
4,Invalid,0.295,Right,2,2
4,Valid,0.313,Right,2,1
4,Invalid,0.411,Right,2,2
4,Valid,0.297,Right,2,1
4,Invalid,0.385,Left,2,2
4,Invalid,0.292,Right,2,2
4,Valid,0.422,Left,2,1
4,Invalid,0.339,Left,2,2
4,Invalid,0.331,Left,2,2
4,Valid,0.38,Left,2,1
4,Valid,0.297,Right,2,1
4,Valid,0.345,Left,2,1
4,Valid,0.839,Left,2,1
4,Invalid,0.385,Left,2,2
4,Invalid,0.38,Left,2,2
4,Invalid,0.392,Right,2,2
4,Invalid,0.341,Left,2,2
4,Valid,0.299,Right,2,1
4,Invalid,0.333,Right,2,2
4,Invalid,0.398,Right,2,2
4,Invalid,0.33,Left,2,2
4,Valid,0.291,Left,2,1
4,Invalid,0.325,Left,2,2
4,Valid,0.34,Right,2,1
4,Valid,0.349,Right,2,1
4,Valid,0.289,Left,2,1
4,Valid,0.336,Right,2,1
4,Invalid,0.36,Left,2,2
4,Invalid,0.308,Right,2,2
4,Valid,0.461,Left,2,1
4,Valid,0.305,Right,2,1
4,Invalid,0.329,Right,2,2
4,Invalid,0.352,Right,2,2
4,Valid,0.414,Left,2,1
4,Valid,0.409,Left,2,1
4,Invalid,0.315,Left,2,2
4,Invalid,0.387,Right,2,2
4,Valid,0.487,Left,2,1
4,Valid,0.377,Left,2,1
4,Valid,0.31,Right,2,1
4,Invalid,0.334,Left,2,2
4,Invalid,0.317,Left,2,2
4,Valid,0.276,Left,2,1
4,Invalid,0.357,Right,2,2
4,Invalid,0.291,Left,2,2
4,Valid,0.325,Right,2,1
4,Valid,0.262,Right,2,1
4,Valid,0.398,Left,2,1
4,Invalid,0.308,Left,2,2
4,Invalid,0.278,Right,2,2
4,Invalid,0.393,Right,2,2
4,Valid,0.269,Right,2,1
4,Valid,0.308,Right,2,1
4,Valid,0.278,Left,2,1
4,Invalid,0.277,Left,2,2
4,Invalid,0.324,Right,2,2
5,Valid,1.49,Right,2,1
5,Invalid,0.475,Left,2,2
5,Invalid,0.42,Right,2,2
5,Invalid,1.638,Right,2,2
5,Invalid,0.544,Right,2,2
5,Valid,0.543,Left,2,1
5,Valid,0.501,Right,2,1
5,Invalid,0.487,Left,2,2
5,Invalid,0.607,Left,2,2
5,Valid,0.373,Left,2,1
5,Invalid,0.569,Left,2,2
5,Valid,0.408,Left,2,1
5,Invalid,0.41,Right,2,2
5,Invalid,0.76,Left,2,2
5,Invalid,0.568,Right,2,2
5,Invalid,0.516,Right,2,2
5,Valid,0.561,Left,2,1
5,Valid,0.407,Left,2,1
5,Valid,0.481,Right,2,1
5,Valid,0.691,Right,2,1
5,Valid,0.389,Right,2,1
5,Invalid,0.416,Left,2,2
5,Valid,0.546,Right,2,1
5,Invalid,0.616,Left,2,2
5,Invalid,0.909,Left,2,2
5,Valid,0.515,Left,2,1
5,Invalid,0.568,Left,2,2
5,Invalid,0.455,Right,2,2
5,Invalid,0.601,Right,2,2
5,Valid,0.526,Left,2,1
5,Invalid,0.396,Right,2,2
5,Valid,0.392,Left,2,1
5,Valid,0.462,Left,2,1
5,Valid,0.458,Right,2,1
5,Valid,0.425,Right,2,1
5,Invalid,0.452,Left,2,2
5,Valid,0.376,Right,2,1
5,Valid,0.475,Right,2,1
5,Invalid,0.404,Right,2,2
5,Valid,0.432,Right,2,1
5,Valid,0.41,Left,2,1
5,Invalid,0.504,Left,2,2
5,Invalid,0.473,Right,2,2
5,Valid,0.612,Left,2,1
5,Valid,0.369,Left,2,1
5,Invalid,0.55,Right,2,2
5,Valid,0.5,Right,2,1
5,Valid,0.813,Right,2,1
5,Invalid,0.482,Left,2,2
5,Valid,0.402,Left,2,1
5,Invalid,0.51,Left,2,2
5,Valid,0.371,Left,2,1
5,Invalid,0.376,Left,2,2
5,Valid,1.125,Right,2,1
5,Invalid,0.422,Right,2,2
5,Invalid,0.475,Right,2,2
5,Valid,0.444,Left,2,1
5,Invalid,0.432,Left,2,2
5,Invalid,0.483,Right,2,2
5,Valid,0.777,Right,2,1
5,Invalid,0.556,Right,2,2
5,Valid,0.7,Right,2,1
5,Invalid,0.626,Left,2,2
5,Invalid,0.655,Right,2,2
5,Invalid,0.705,Left,2,2
5,Valid,0.642,Left,2,1
5,Valid,0.507,Right,2,1
5,Invalid,0.777,Right,2,2
5,Valid,0.636,Left,2,1
5,Valid,0.544,Left,2,1
5,Invalid,0.422,Left,1,2
5,Valid,0.337,Right,2,1
5,Valid,0.423,Left,2,1
5,Invalid,0.578,Right,2,2
5,Invalid,0.801,Left,2,2
5,Valid,0.644,Right,2,1
5,Valid,0.726,Left,2,1
5,Invalid,0.727,Right,2,2
5,Invalid,0.592,Left,2,2
5,Invalid,0.395,Left,2,2
5,Invalid,0.391,Right,2,2
5,Valid,0.421,Right,2,1
5,Valid,0.506,Right,2,1
5,Valid,0.395,Left,2,1
5,Valid,0.423,Left,2,1
5,Invalid,0.362,Left,2,2
5,Valid,0.526,Right,2,1
5,Invalid,0.523,Left,2,2
5,Valid,0.57,Right,2,1
5,Invalid,0.519,Left,2,2
5,Invalid,0.372,Right,2,2
5,Valid,0.472,Left,2,1
5,Valid,0.355,Right,2,1
5,Invalid,0.707,Left,2,2
5,Valid,0.459,Right,2,1
5,Invalid,0.528,Left,2,2
5,Invalid,0.446,Right,1,2
5,Invalid,0.392,Right,2,2
5,Valid,0.402,Left,2,1
5,Invalid,0.567,Right,2,2
5,Valid,0.462,Left,2,1
5,Valid,0.479,Right,2,1
5,Invalid,0.378,Right,2,2
5,Invalid,0.376,Left,2,2
5,Valid,0.399,Left,2,1
5,Invalid,0.405,Left,2,2
5,Invalid,0.568,Right,2,2
5,Invalid,0.447,Right,2,2
5,Valid,0.343,Left,2,1
5,Invalid,0.476,Right,2,2
5,Valid,0.39,Right,2,1
5,Valid,0.429,Left,2,1
5,Valid,0.486,Right,2,1
5,Invalid,0.734,Left,2,2
5,Invalid,0.483,Left,2,2
5,Invalid,0.539,Right,2,2
5,Invalid,0.465,Left,2,2
5,Valid,0.402,Right,2,1
5,Valid,0.486,Left,2,1
5,Valid,0.366,Left,2,1
5,Valid,0.691,Right,2,1
5,Valid,0.861,Right,2,1
5,Invalid,0.697,Right,2,2
5,Valid,0.486,Left,2,1
5,Invalid,0.317,Left,2,2
5,Valid,0.966,Right,2,1
5,Invalid,0.307,Right,2,2
5,Invalid,0.882,Right,2,2
5,Valid,0.475,Left,2,1
5,Valid,0.516,Right,2,1
5,Valid,0.452,Left,2,1
5,Invalid,0.324,Right,2,2
5,Valid,0.452,Left,2,1
5,Invalid,0.552,Right,2,2
5,Invalid,0.351,Right,2,2
5,Valid,0.885,Right,2,1
5,Invalid,0.605,Left,2,2
5,Valid,0.503,Right,2,1
5,Valid,0.654,Left,2,1
5,Invalid,0.562,Left,2,2
5,Valid,0.585,Right,2,1
5,Invalid,0.397,Left,2,2
5,Invalid,0.475,Left,2,2
5,Invalid,0.67,Right,2,2
5,Invalid,0.367,Left,2,2
5,Valid,0.486,Right,2,1
5,Valid,0.444,Left,2,1
5,Valid,0.358,Left,2,1
5,Invalid,0.614,Left,2,2
5,Invalid,0.415,Left,1,2
5,Invalid,0.498,Left,2,2
5,Invalid,0.53,Right,2,2
5,Valid,0.52,Right,2,1
5,Invalid,0.809,Left,2,2
5,Valid,0.452,Right,2,1
5,Invalid,1.652,Right,2,2
5,Valid,0.768,Left,2,1
5,Invalid,0.591,Right,2,2
5,Valid,0.621,Left,2,1
5,Valid,0.522,Right,2,1
5,Valid,0.455,Right,2,1
5,Invalid,0.633,Right,2,2
5,Valid,0.547,Left,2,1
5,Valid,0.418,Right,2,1
5,Invalid,0.371,Left,2,2
5,Invalid,0.408,Left,2,2
5,Valid,0.326,Left,2,1
5,Valid,0.414,Right,2,1
5,Valid,0.465,Left,2,1
5,Invalid,0.372,Right,2,2
5,Valid,0.337,Right,2,1
5,Valid,0.421,Left,2,1
5,Valid,0.57,Left,2,1
5,Invalid,0.513,Right,2,2
5,Invalid,0.514,Left,2,2
5,Invalid,0.545,Right,2,2
5,Valid,0.365,Right,2,1
5,Invalid,0.658,Left,2,2
5,Invalid,0.702,Left,2,2
5,Valid,0.518,Left,2,1
5,Invalid,0.557,Right,2,2
5,Valid,0.66,Right,2,1
5,Invalid,0.468,Right,2,2
5,Valid,0.623,Left,1,1
5,Invalid,0.42,Right,2,2
5,Valid,0.493,Left,2,1
5,Invalid,0.357,Right,2,2
5,Valid,0.419,Right,2,1
5,Valid,0.888,Right,2,1
5,Invalid,0.375,Right,2,2
5,Valid,0.302,Left,2,1
5,Valid,1.148,Right,2,1
5,Invalid,0.576,Left,2,2
5,Invalid,0.671,Right,2,2
5,Valid,0.543,Left,2,1
5,Valid,1.342,Left,2,1
5,Invalid,0.646,Left,2,2
5,Invalid,1.91,Right,2,2
5,Invalid,0.726,Left,2,2
5,Invalid,1.181,Left,2,2
5,Invalid,0.532,Left,2,2
5,Valid,0.842,Right,2,1
5,Valid,1.542,Right,2,1
5,Valid,0.613,Right,2,1
5,Invalid,0.378,Left,2,2
5,Invalid,0.461,Right,2,2
5,Invalid,0.391,Left,2,2
5,Valid,0.539,Left,2,1
5,Valid,0.335,Right,2,1
5,Invalid,0.622,Right,2,2
5,Valid,0.555,Left,1,1
5,Valid,0.386,Right,2,1
5,Valid,0.551,Right,2,1
5,Invalid,0.382,Right,2,2
5,Invalid,0.601,Left,2,2
5,Invalid,0.604,Right,2,2
5,Invalid,0.506,Left,2,2
5,Valid,0.649,Left,2,1
5,Invalid,1.259,Left,2,2
5,Valid,0.807,Left,2,1
5,Valid,0.652,Right,2,1
5,Invalid,0.48,Right,2,2
5,Valid,0.55,Left,2,1
5,Invalid,0.315,Right,2,2
5,Invalid,0.546,Left,2,2
5,Valid,0.753,Right,2,1
5,Valid,0.687,Right,2,1
5,Valid,0.369,Left,2,1
5,Invalid,1.112,Right,2,2
5,Valid,2.343,Left,2,1
5,Invalid,0.656,Left,2,2
5,Invalid,0.353,Right,2,2
5,Valid,0.485,Right,2,1
5,Valid,0.457,Left,2,1
5,Invalid,0.527,Left,2,2
5,Invalid,0.428,Right,2,2
5,Invalid,0.481,Right,2,2
5,Valid,1.154,Left,2,1
5,Valid,0.455,Right,2,1
5,Invalid,0.481,Left,2,2
5,Valid,0.464,Left,2,1
5,Invalid,0.578,Left,2,2
5,Valid,1.177,Right,2,1
