Subject,Age,Handedness,Sex,Block,Trial,CellLabel,Expression,Target.ACC,Target.RT,TrialType
13,20,right,female,2,64,FLi,Fearful,1,400,Inongruent
13,20,right,female,2,65,FDl,Fearful,1,348,Direct
13,20,right,female,2,66,FLi,Fearful,1,260,Inongruent
13,20,right,female,2,67,NDr,Neutral,1,286,Direct
13,20,right,female,2,68,FLi,Fearful,1,316,Inongruent
13,20,right,female,2,69,NRl,Neutral,1,364,Inongruent
13,20,right,female,2,70,NRl,Neutral,1,371,Inongruent
13,20,right,female,2,71,NRl,Neutral,1,386,Inongruent
13,20,right,female,2,72,NRr,Neutral,1,273,Congruent
13,20,right,female,2,73,FDl,Fearful,1,324,Direct
13,20,right,female,2,74,NDr,Neutral,1,394,Direct
13,20,right,female,2,75,FDr,Fearful,1,336,Direct
13,20,right,female,2,76,FDr,Fearful,1,350,Direct
13,20,right,female,2,77,NLr,Neutral,1,394,Inongruent
13,20,right,female,2,78,NLr,Neutral,1,352,Inongruent
13,20,right,female,2,79,NLr,Neutral,1,362,Inongruent
13,20,right,female,2,80,NDl,Neutral,1,405,Direct
13,20,right,female,2,81,FRc,Fearful,1,337,Congruent
13,20,right,female,2,82,FDl,Fearful,1,282,Direct
13,20,right,female,2,83,FLc,Fearful,1,359,Congruent
13,20,right,female,2,84,NDr,Neutral,1,698,Direct
13,20,right,female,2,85,FRc,Fearful,1,574,Congruent
13,20,right,female,2,86,NLr,Neutral,1,321,Inongruent
13,20,right,female,2,87,FLc,Fearful,1,336,Congruent
13,20,right,female,2,88,NDr,Neutral,1,294,Direct
13,20,right,female,2,89,FRc,Fearful,1,380,Congruent
13,20,right,female,2,90,NDl,Neutral,1,365,Direct
13,20,right,female,2,91,FDr,Fearful,1,392,Direct
13,20,right,female,2,92,NRl,Neutral,1,814,Inongruent
13,20,right,female,2,93,FLc,Fearful,1,373,Congruent
13,20,right,female,2,94,FRi,Fearful,1,340,Inongruent
13,20,right,female,2,95,NDl,Neutral,1,333,Direct
13,20,right,female,2,96,FLc,Fearful,1,311,Congruent
13,20,right,female,3,1,NDl,Neutral,1,340,Direct
13,20,right,female,3,2,NRr,Neutral,1,332,Congruent
13,20,right,female,3,3,FRc,Fearful,1,372,Congruent
13,20,right,female,3,4,FDr,Fearful,1,318,Direct
13,20,right,female,3,5,NRl,Neutral,1,369,Inongruent
13,20,right,female,3,6,NLr,Neutral,1,254,Inongruent
13,20,right,female,3,7,NDr,Neutral,1,347,Direct
13,20,right,female,3,8,NLl,Neutral,1,282,Congruent
13,20,right,female,3,9,NDr,Neutral,1,263,Direct
13,20,right,female,3,10,NDr,Neutral,1,250,Direct
13,20,right,female,3,11,FDr,Fearful,1,308,Direct
13,20,right,female,3,12,NRr,Neutral,1,301,Congruent
13,20,right,female,3,13,NLr,Neutral,1,528,Inongruent
13,20,right,female,3,14,NRr,Neutral,1,282,Congruent
13,20,right,female,3,15,NLl,Neutral,1,337,Congruent
13,20,right,female,3,16,FLc,Fearful,1,261,Congruent
13,20,right,female,3,17,FRc,Fearful,1,328,Congruent
13,20,right,female,3,18,FLi,Fearful,1,276,Inongruent
13,20,right,female,3,19,NDl,Neutral,1,276,Direct
13,20,right,female,3,20,FLc,Fearful,1,322,Congruent
13,20,right,female,3,21,FRi,Fearful,1,352,Inongruent
13,20,right,female,3,22,FLi,Fearful,1,227,Inongruent
13,20,right,female,3,23,NRl,Neutral,1,586,Inongruent
13,20,right,female,3,24,FRi,Fearful,1,299,Inongruent
13,20,right,female,3,25,NRl,Neutral,1,265,Inongruent
13,20,right,female,3,26,FLi,Fearful,1,388,Inongruent
13,20,right,female,3,27,FRi,Fearful,1,240,Inongruent
13,20,right,female,3,28,NDr,Neutral,1,296,Direct
13,20,right,female,3,29,NRr,Neutral,1,367,Congruent
13,20,right,female,3,30,FLc,Fearful,1,570,Congruent
13,20,right,female,3,31,FDl,Fearful,1,280,Direct
13,20,right,female,3,32,FDl,Fearful,1,298,Direct
13,20,right,female,3,33,FDr,Fearful,1,273,Direct
13,20,right,female,3,34,NLl,Neutral,1,284,Congruent
13,20,right,female,3,35,NRl,Neutral,1,224,Inongruent
13,20,right,female,3,36,NDl,Neutral,1,287,Direct
13,20,right,female,3,37,FLc,Fearful,1,502,Congruent
13,20,right,female,3,38,NDl,Neutral,1,310,Direct
13,20,right,female,3,39,FRc,Fearful,1,409,Congruent
13,20,right,female,3,40,NRl,Neutral,1,252,Inongruent
13,20,right,female,3,41,FRc,Fearful,1,369,Congruent
13,20,right,female,3,42,FRc,Fearful,1,346,Congruent
13,20,right,female,3,43,FLi,Fearful,1,274,Inongruent
13,20,right,female,3,44,NLl,Neutral,1,670,Congruent
13,20,right,female,3,45,FDr,Fearful,1,297,Direct
13,20,right,female,3,46,NLr,Neutral,1,487,Inongruent
13,20,right,female,3,47,NLl,Neutral,1,365,Congruent
13,20,right,female,3,48,NRl,Neutral,1,274,Inongruent
13,20,right,female,3,49,FLc,Fearful,1,323,Congruent
13,20,right,female,3,50,FRc,Fearful,1,378,Congruent
13,20,right,female,3,51,FDl,Fearful,1,290,Direct
13,20,right,female,3,52,NDr,Neutral,1,267,Direct
13,20,right,female,3,53,NLl,Neutral,1,219,Congruent
13,20,right,female,3,54,FDl,Fearful,1,339,Direct
13,20,right,female,3,55,FDl,Fearful,1,231,Direct
13,20,right,female,3,56,NLr,Neutral,1,392,Inongruent
13,20,right,female,3,57,NDl,Neutral,1,318,Direct
13,20,right,female,3,58,FRi,Fearful,1,282,Inongruent
13,20,right,female,3,59,NDl,Neutral,1,268,Direct
13,20,right,female,3,60,NRl,Neutral,1,269,Inongruent
13,20,right,female,3,61,FLi,Fearful,1,250,Inongruent
13,20,right,female,3,62,NDr,Neutral,1,337,Direct
13,20,right,female,3,63,FLc,Fearful,1,288,Congruent
13,20,right,female,3,64,NDl,Neutral,1,237,Direct
13,20,right,female,3,65,FDr,Fearful,1,311,Direct
13,20,right,female,3,66,FDl,Fearful,1,292,Direct
13,20,right,female,3,67,NLr,Neutral,1,315,Inongruent
13,20,right,female,3,68,FRi,Fearful,1,674,Inongruent
13,20,right,female,3,69,NDr,Neutral,1,422,Direct
13,20,right,female,3,70,NLl,Neutral,1,370,Congruent
13,20,right,female,3,71,FDr,Fearful,1,337,Direct
13,20,right,female,3,72,FLc,Fearful,1,302,Congruent
13,20,right,female,3,73,FDr,Fearful,1,337,Direct
13,20,right,female,3,74,NRr,Neutral,1,389,Congruent
13,20,right,female,3,75,FRc,Fearful,1,331,Congruent
13,20,right,female,3,76,FDl,Fearful,1,346,Direct
13,20,right,female,3,77,FRi,Fearful,1,397,Inongruent
13,20,right,female,3,78,NLl,Neutral,1,342,Congruent
13,20,right,female,3,79,FLi,Fearful,1,266,Inongruent
13,20,right,female,3,80,NRr,Neutral,1,269,Congruent
13,20,right,female,3,81,FLi,Fearful,1,195,Inongruent
13,20,right,female,3,82,NRr,Neutral,1,370,Congruent
13,20,right,female,3,83,FRi,Fearful,1,295,Inongruent
13,20,right,female,3,84,FRi,Fearful,1,285,Inongruent
13,20,right,female,3,85,NRl,Neutral,1,953,Inongruent
13,20,right,female,3,86,FLi,Fearful,1,340,Inongruent
13,20,right,female,3,87,NLr,Neutral,1,620,Inongruent
13,20,right,female,3,88,NLr,Neutral,1,302,Inongruent
13,20,right,female,3,89,FLc,Fearful,1,374,Congruent
13,20,right,female,3,90,NRr,Neutral,1,298,Congruent
13,20,right,female,3,91,FDr,Fearful,1,373,Direct
13,20,right,female,3,92,NLr,Neutral,1,330,Inongruent
13,20,right,female,3,93,NDr,Neutral,1,270,Direct
13,20,right,female,3,94,NDl,Neutral,1,302,Direct
13,20,right,female,3,95,FRc,Fearful,0,190,Congruent
13,20,right,female,3,96,FDl,Fearful,1,487,Direct
13,20,right,female,4,1,NRl,Neutral,1,310,Inongruent
13,20,right,female,4,2,FRc,Fearful,1,295,Congruent
13,20,right,female,4,3,NDl,Neutral,1,267,Direct
13,20,right,female,4,4,FRc,Fearful,1,353,Congruent
13,20,right,female,4,5,NDl,Neutral,1,339,Direct
13,20,right,female,4,6,NRl,Neutral,1,304,Inongruent
13,20,right,female,4,7,NLr,Neutral,1,298,Inongruent
13,20,right,female,4,8,FDl,Fearful,1,299,Direct
13,20,right,female,4,9,FRi,Fearful,1,231,Inongruent
13,20,right,female,4,10,FDr,Fearful,1,261,Direct
13,20,right,female,4,11,FRi,Fearful,1,208,Inongruent
13,20,right,female,4,12,FRi,Fearful,1,337,Inongruent
13,20,right,female,4,13,NLl,Neutral,1,276,Congruent
13,20,right,female,4,14,NDl,Neutral,1,245,Direct
13,20,right,female,4,15,NDr,Neutral,1,282,Direct
13,20,right,female,4,16,FLi,Fearful,1,376,Inongruent
13,20,right,female,4,17,FDr,Fearful,0,274,Direct
13,20,right,female,4,18,NLr,Neutral,1,289,Inongruent
13,20,right,female,4,19,FRi,Fearful,1,356,Inongruent
13,20,right,female,4,20,NRl,Neutral,1,306,Inongruent
13,20,right,female,4,21,FLc,Fearful,1,315,Congruent
13,20,right,female,4,22,FLc,Fearful,1,280,Congruent
13,20,right,female,4,23,FLc,Fearful,1,247,Congruent
13,20,right,female,4,24,FLi,Fearful,1,242,Inongruent
13,20,right,female,4,25,NLl,Neutral,1,271,Congruent
13,20,right,female,4,26,FDr,Fearful,1,304,Direct
13,20,right,female,4,27,FDr,Fearful,1,363,Direct
13,20,right,female,4,28,NRl,Neutral,1,332,Inongruent
13,20,right,female,4,29,FLc,Fearful,1,272,Congruent
13,20,right,female,4,30,NLl,Neutral,1,271,Congruent
13,20,right,female,4,31,NDl,Neutral,1,352,Direct
13,20,right,female,4,32,NLl,Neutral,1,597,Congruent
13,20,right,female,4,33,NLr,Neutral,1,226,Inongruent
13,20,right,female,4,34,NLr,Neutral,1,294,Inongruent
13,20,right,female,4,35,NDr,Neutral,1,359,Direct
13,20,right,female,4,36,NRl,Neutral,1,244,Inongruent
13,20,right,female,4,37,NDl,Neutral,1,327,Direct
13,20,right,female,4,38,NDr,Neutral,1,341,Direct
13,20,right,female,4,39,NRr,Neutral,1,564,Congruent
13,20,right,female,4,40,NRl,Neutral,1,271,Inongruent
13,20,right,female,4,41,FDr,Fearful,1,300,Direct
13,20,right,female,4,42,FLi,Fearful,1,362,Inongruent
13,20,right,female,4,43,NRr,Neutral,1,396,Congruent
13,20,right,female,4,44,FRi,Fearful,1,362,Inongruent
13,20,right,female,4,45,FDr,Fearful,1,273,Direct
13,20,right,female,4,46,FLc,Fearful,1,313,Congruent
13,20,right,female,4,47,FRc,Fearful,1,252,Congruent
13,20,right,female,4,48,FLi,Fearful,1,255,Inongruent
13,20,right,female,4,49,FDl,Fearful,1,306,Direct
13,20,right,female,4,50,NLl,Neutral,1,318,Congruent
13,20,right,female,4,51,NLr,Neutral,0,266,Inongruent
13,20,right,female,4,52,FLi,Fearful,1,389,Inongruent
13,20,right,female,4,53,NRr,Neutral,1,332,Congruent
13,20,right,female,4,54,NLr,Neutral,1,272,Inongruent
13,20,right,female,4,55,FRi,Fearful,1,434,Inongruent
13,20,right,female,4,56,FLc,Fearful,1,483,Congruent
13,20,right,female,4,57,NRr,Neutral,1,329,Congruent
13,20,right,female,4,58,FDl,Fearful,1,320,Direct
13,20,right,female,4,59,NLl,Neutral,1,356,Congruent
13,20,right,female,4,60,FDl,Fearful,1,304,Direct
13,20,right,female,4,61,FDl,Fearful,1,273,Direct
13,20,right,female,4,62,NDr,Neutral,1,343,Direct
13,20,right,female,4,63,FRi,Fearful,1,261,Inongruent
13,20,right,female,4,64,FRi,Fearful,1,246,Inongruent
13,20,right,female,4,65,NLl,Neutral,1,300,Congruent
13,20,right,female,4,66,FLi,Fearful,1,419,Inongruent
13,20,right,female,4,67,FLi,Fearful,1,406,Inongruent
13,20,right,female,4,68,FLc,Fearful,1,357,Congruent
13,20,right,female,4,69,NDr,Neutral,1,482,Direct
13,20,right,female,4,70,NLr,Neutral,1,390,Inongruent
13,20,right,female,4,71,FRc,Fearful,1,300,Congruent
13,20,right,female,4,72,NDl,Neutral,1,512,Direct
13,20,right,female,4,73,FLi,Fearful,1,367,Inongruent
13,20,right,female,4,74,NDr,Neutral,1,260,Direct
13,20,right,female,4,75,FRc,Fearful,1,286,Congruent
13,20,right,female,4,76,NRr,Neutral,1,267,Congruent
13,20,right,female,4,77,NDl,Neutral,1,423,Direct
13,20,right,female,4,78,NRr,Neutral,1,375,Congruent
13,20,right,female,4,79,NRl,Neutral,1,609,Inongruent
13,20,right,female,4,80,NDl,Neutral,1,272,Direct
13,20,right,female,4,81,NDr,Neutral,1,480,Direct
13,20,right,female,4,82,FDr,Fearful,1,267,Direct
13,20,right,female,4,83,NDr,Neutral,1,250,Direct
13,20,right,female,4,84,NRl,Neutral,1,744,Inongruent
13,20,right,female,4,85,FRc,Fearful,1,376,Congruent
13,20,right,female,4,86,NLl,Neutral,1,552,Congruent
13,20,right,female,4,87,NRr,Neutral,1,334,Congruent
13,20,right,female,4,88,NRr,Neutral,1,355,Congruent
13,20,right,female,4,89,FLc,Fearful,1,326,Congruent
13,20,right,female,4,90,NLr,Neutral,1,471,Inongruent
13,20,right,female,4,91,FDl,Fearful,1,311,Direct
13,20,right,female,4,92,FRc,Fearful,1,322,Congruent
13,20,right,female,4,93,FRc,Fearful,1,371,Congruent
13,20,right,female,4,94,FDr,Fearful,1,307,Direct
13,20,right,female,4,95,FDl,Fearful,1,278,Direct
13,20,right,female,4,96,FDl,Fearful,1,359,Direct
14,23,right,female,1,1,FLc,Fearful,1,566,Congruent
14,23,right,female,1,2,FLc,Fearful,1,311,Congruent
14,23,right,female,1,3,FRc,Fearful,1,275,Congruent
14,23,right,female,1,4,FLi,Fearful,1,267,Inongruent
14,23,right,female,1,5,NRr,Neutral,0,24,Congruent
14,23,right,female,1,6,FRi,Fearful,1,313,Inongruent
14,23,right,female,1,7,NDl,Neutral,1,389,Direct
14,23,right,female,1,8,NRl,Neutral,1,272,Inongruent
14,23,right,female,1,9,NDr,Neutral,1,252,Direct
14,23,right,female,1,10,FLi,Fearful,1,289,Inongruent
14,23,right,female,1,11,FLc,Fearful,1,225,Congruent
14,23,right,female,1,12,FLi,Fearful,1,291,Inongruent
14,23,right,female,1,13,FRc,Fearful,1,383,Congruent
14,23,right,female,1,14,NLl,Neutral,1,279,Congruent
14,23,right,female,1,15,NRl,Neutral,1,294,Inongruent
14,23,right,female,1,16,NLr,Neutral,1,290,Inongruent
14,23,right,female,1,17,FRi,Fearful,1,269,Inongruent
14,23,right,female,1,18,NDr,Neutral,1,262,Direct
14,23,right,female,1,19,FDr,Fearful,1,265,Direct
14,23,right,female,1,20,NDr,Neutral,1,322,Direct
14,23,right,female,1,21,NRl,Neutral,1,308,Inongruent
14,23,right,female,1,22,FRc,Fearful,1,312,Congruent
14,23,right,female,1,23,FLi,Fearful,1,274,Inongruent
14,23,right,female,1,24,FLc,Fearful,1,337,Congruent
14,23,right,female,1,25,NLl,Neutral,1,252,Congruent
14,23,right,female,1,26,FRc,Fearful,1,246,Congruent
14,23,right,female,1,27,FDr,Fearful,1,322,Direct
14,23,right,female,1,28,NLr,Neutral,1,304,Inongruent
14,23,right,female,1,29,NRr,Neutral,1,305,Congruent
14,23,right,female,1,30,FLc,Fearful,1,355,Congruent
14,23,right,female,1,31,FDr,Fearful,1,282,Direct
14,23,right,female,1,32,NRr,Neutral,1,347,Congruent
14,23,right,female,1,33,FDr,Fearful,1,260,Direct
14,23,right,female,1,34,NDr,Neutral,1,291,Direct
14,23,right,female,1,35,NLl,Neutral,1,351,Congruent
14,23,right,female,1,36,NLl,Neutral,1,354,Congruent
14,23,right,female,1,37,FRi,Fearful,1,338,Inongruent
14,23,right,female,1,38,NLl,Neutral,1,311,Congruent
14,23,right,female,1,39,NDl,Neutral,1,361,Direct
14,23,right,female,1,40,FLi,Fearful,1,263,Inongruent
14,23,right,female,1,41,FRc,Fearful,1,335,Congruent
14,23,right,female,1,42,FRi,Fearful,1,309,Inongruent
14,23,right,female,1,43,NRr,Neutral,1,313,Congruent
14,23,right,female,1,44,NRr,Neutral,0,208,Congruent
14,23,right,female,1,45,FRc,Fearful,1,303,Congruent
14,23,right,female,1,46,NLr,Neutral,1,282,Inongruent
14,23,right,female,1,47,FDl,Fearful,1,321,Direct
14,23,right,female,1,48,NLl,Neutral,1,296,Congruent
14,23,right,female,1,49,FLc,Fearful,1,346,Congruent
14,23,right,female,1,50,FDl,Fearful,1,346,Direct
14,23,right,female,1,51,NDl,Neutral,1,324,Direct
14,23,right,female,1,52,NDl,Neutral,1,347,Direct
14,23,right,female,1,53,NLl,Neutral,1,597,Congruent
14,23,right,female,1,54,NDr,Neutral,1,346,Direct
14,23,right,female,1,55,FLi,Fearful,1,406,Inongruent
14,23,right,female,1,56,FDl,Fearful,1,347,Direct
14,23,right,female,1,57,FRi,Fearful,1,379,Inongruent
14,23,right,female,1,58,NDr,Neutral,1,340,Direct
14,23,right,female,1,59,NRl,Neutral,1,372,Inongruent
14,23,right,female,1,60,NLl,Neutral,1,389,Congruent
14,23,right,female,1,61,NDr,Neutral,1,359,Direct
14,23,right,female,1,62,FLi,Fearful,1,409,Inongruent
14,23,right,female,1,63,NRl,Neutral,1,311,Inongruent
14,23,right,female,1,64,FDl,Fearful,1,405,Direct
14,23,right,female,1,65,NLr,Neutral,1,288,Inongruent
14,23,right,female,1,66,FLc,Fearful,1,359,Congruent
14,23,right,female,1,67,NDl,Neutral,1,344,Direct
14,23,right,female,1,68,FDr,Fearful,1,793,Direct
14,23,right,female,1,69,NDl,Neutral,1,302,Direct
14,23,right,female,1,70,FDl,Fearful,1,349,Direct
14,23,right,female,1,71,NLr,Neutral,1,305,Inongruent
14,23,right,female,1,72,NLr,Neutral,1,359,Inongruent
14,23,right,female,1,73,FRi,Fearful,1,272,Inongruent
14,23,right,female,1,74,FDr,Fearful,1,334,Direct
14,23,right,female,1,75,FRi,Fearful,1,351,Inongruent
14,23,right,female,1,76,NRl,Neutral,1,286,Inongruent
14,23,right,female,1,77,NRl,Neutral,1,335,Inongruent
14,23,right,female,1,78,NRr,Neutral,1,491,Congruent
14,23,right,female,1,79,FDr,Fearful,1,349,Direct
14,23,right,female,1,80,FDr,Fearful,1,448,Direct
14,23,right,female,1,81,NDr,Neutral,1,347,Direct
14,23,right,female,1,82,FLi,Fearful,1,370,Inongruent
14,23,right,female,1,83,FRi,Fearful,1,347,Inongruent
14,23,right,female,1,84,NRl,Neutral,1,322,Inongruent
14,23,right,female,1,85,FLc,Fearful,1,370,Congruent
14,23,right,female,1,86,FDl,Fearful,1,329,Direct
14,23,right,female,1,87,FDl,Fearful,1,394,Direct
14,23,right,female,1,88,FRc,Fearful,1,322,Congruent
14,23,right,female,1,89,NLr,Neutral,1,373,Inongruent
14,23,right,female,1,90,NDl,Neutral,1,335,Direct
14,23,right,female,1,91,NRr,Neutral,1,318,Congruent
14,23,right,female,1,92,NLr,Neutral,1,361,Inongruent
14,23,right,female,1,93,FDl,Fearful,1,305,Direct
14,23,right,female,1,94,NDl,Neutral,1,306,Direct
14,23,right,female,1,95,NRr,Neutral,1,417,Congruent
14,23,right,female,1,96,FRc,Fearful,1,368,Congruent
14,23,right,female,2,1,FRi,Fearful,1,629,Inongruent
14,23,right,female,2,2,FLc,Fearful,1,348,Congruent
14,23,right,female,2,3,FDl,Fearful,1,306,Direct
14,23,right,female,2,4,NRl,Neutral,1,282,Inongruent
14,23,right,female,2,5,NRl,Neutral,1,308,Inongruent
14,23,right,female,2,6,NLr,Neutral,1,286,Inongruent
14,23,right,female,2,7,NRr,Neutral,1,312,Congruent
14,23,right,female,2,8,NRl,Neutral,1,281,Inongruent
14,23,right,female,2,9,FRi,Fearful,1,291,Inongruent
14,23,right,female,2,10,NRr,Neutral,1,319,Congruent
14,23,right,female,2,11,FRc,Fearful,1,360,Congruent
14,23,right,female,2,12,NLr,Neutral,1,314,Inongruent
14,23,right,female,2,13,NLr,Neutral,1,356,Inongruent
14,23,right,female,2,14,NRr,Neutral,1,353,Congruent
14,23,right,female,2,15,NRl,Neutral,1,314,Inongruent
14,23,right,female,2,16,NDr,Neutral,1,578,Direct
14,23,right,female,2,17,NRl,Neutral,1,312,Inongruent
14,23,right,female,2,18,NRl,Neutral,1,402,Inongruent
14,23,right,female,2,19,FDr,Fearful,1,315,Direct
14,23,right,female,2,20,FLi,Fearful,1,288,Inongruent
14,23,right,female,2,21,FDr,Fearful,1,317,Direct
14,23,right,female,2,22,NRr,Neutral,1,341,Congruent
14,23,right,female,2,23,NLr,Neutral,1,307,Inongruent
14,23,right,female,2,24,FRc,Fearful,1,322,Congruent
14,23,right,female,2,25,FRc,Fearful,1,323,Congruent
14,23,right,female,2,26,NDl,Neutral,1,437,Direct
14,23,right,female,2,27,FRi,Fearful,1,370,Inongruent
14,23,right,female,2,28,NRl,Neutral,1,324,Inongruent
14,23,right,female,2,29,NLl,Neutral,1,329,Congruent
14,23,right,female,2,30,NLr,Neutral,1,369,Inongruent
14,23,right,female,2,31,FRi,Fearful,1,332,Inongruent
14,23,right,female,2,32,FDl,Fearful,1,374,Direct
14,23,right,female,2,33,FLc,Fearful,1,689,Congruent
14,23,right,female,2,34,NDr,Neutral,1,298,Direct
14,23,right,female,2,35,NLl,Neutral,1,334,Congruent
14,23,right,female,2,36,NLl,Neutral,1,347,Congruent
14,23,right,female,2,37,FDr,Fearful,1,341,Direct
14,23,right,female,2,38,NDr,Neutral,1,282,Direct
14,23,right,female,2,39,FRi,Fearful,1,269,Inongruent
14,23,right,female,2,40,NDl,Neutral,1,307,Direct
14,23,right,female,2,41,FDl,Fearful,1,343,Direct
14,23,right,female,2,42,NDl,Neutral,1,270,Direct
14,23,right,female,2,43,FDr,Fearful,1,355,Direct
14,23,right,female,2,44,FLc,Fearful,1,281,Congruent
14,23,right,female,2,45,FRc,Fearful,1,301,Congruent
14,23,right,female,2,46,FRc,Fearful,1,357,Congruent
14,23,right,female,2,47,FRc,Fearful,1,322,Congruent
14,23,right,female,2,48,NDr,Neutral,1,322,Direct
14,23,right,female,2,49,NLl,Neutral,1,394,Congruent
14,23,right,female,2,50,NRr,Neutral,1,498,Congruent
14,23,right,female,2,51,FLc,Fearful,1,525,Congruent
14,23,right,female,2,52,FDl,Fearful,1,332,Direct
14,23,right,female,2,53,FDl,Fearful,1,342,Direct
14,23,right,female,2,54,NLr,Neutral,1,295,Inongruent
14,23,right,female,2,55,NRr,Neutral,1,395,Congruent
14,23,right,female,2,56,NDr,Neutral,1,317,Direct
14,23,right,female,2,57,NLr,Neutral,1,349,Inongruent
14,23,right,female,2,58,FLi,Fearful,1,286,Inongruent
14,23,right,female,2,59,FLi,Fearful,1,424,Inongruent
14,23,right,female,2,60,NLl,Neutral,1,370,Congruent
14,23,right,female,2,61,NDr,Neutral,1,327,Direct
14,23,right,female,2,62,FRi,Fearful,1,287,Inongruent
14,23,right,female,2,63,NLl,Neutral,1,679,Congruent
14,23,right,female,2,64,FLi,Fearful,1,280,Inongruent
14,23,right,female,2,65,NDl,Neutral,1,313,Direct
14,23,right,female,2,66,NRr,Neutral,1,419,Congruent
14,23,right,female,2,67,FLc,Fearful,1,376,Congruent
14,23,right,female,2,68,FLc,Fearful,1,375,Congruent
14,23,right,female,2,69,FDr,Fearful,1,561,Direct
14,23,right,female,2,70,NLl,Neutral,1,409,Congruent
14,23,right,female,2,71,NDl,Neutral,1,343,Direct
14,23,right,female,2,72,NRr,Neutral,1,343,Congruent
14,23,right,female,2,73,NDr,Neutral,1,364,Direct
14,23,right,female,2,74,FRi,Fearful,1,257,Inongruent
14,23,right,female,2,75,FDr,Fearful,1,377,Direct
14,23,right,female,2,76,NLr,Neutral,1,401,Inongruent
14,23,right,female,2,77,FDl,Fearful,1,378,Direct
14,23,right,female,2,78,NDr,Neutral,1,339,Direct
14,23,right,female,2,79,NDl,Neutral,1,335,Direct
14,23,right,female,2,80,FDl,Fearful,1,349,Direct
14,23,right,female,2,81,FRc,Fearful,1,352,Congruent
14,23,right,female,2,82,FLi,Fearful,1,374,Inongruent
14,23,right,female,2,83,NRl,Neutral,1,294,Inongruent
14,23,right,female,2,84,FDr,Fearful,1,293,Direct
14,23,right,female,2,85,NDl,Neutral,1,325,Direct
14,23,right,female,2,86,FLi,Fearful,1,324,Inongruent
14,23,right,female,2,87,FLc,Fearful,1,308,Congruent
14,23,right,female,2,88,FLc,Fearful,1,381,Congruent
14,23,right,female,2,89,FRc,Fearful,1,505,Congruent
14,23,right,female,2,90,FDr,Fearful,1,809,Direct
14,23,right,female,2,91,FLi,Fearful,1,355,Inongruent
14,23,right,female,2,92,FLi,Fearful,1,232,Inongruent
14,23,right,female,2,93,NDl,Neutral,1,516,Direct
14,23,right,female,2,94,NLl,Neutral,1,363,Congruent
14,23,right,female,2,95,FRi,Fearful,1,344,Inongruent
14,23,right,female,2,96,FDl,Fearful,1,363,Direct
14,23,right,female,3,1,NDr,Neutral,1,383,Direct
14,23,right,female,3,2,NLl,Neutral,1,375,Congruent
14,23,right,female,3,3,NLr,Neutral,1,327,Inongruent
14,23,right,female,3,4,FDl,Fearful,1,276,Direct
14,23,right,female,3,5,NRr,Neutral,1,282,Congruent
14,23,right,female,3,6,FDr,Fearful,1,314,Direct
14,23,right,female,3,7,FLc,Fearful,1,293,Congruent
14,23,right,female,3,8,FDl,Fearful,1,290,Direct
14,23,right,female,3,9,NDr,Neutral,1,292,Direct
14,23,right,female,3,10,NDl,Neutral,1,275,Direct
14,23,right,female,3,11,NDr,Neutral,1,177,Direct
14,23,right,female,3,12,FDr,Fearful,1,270,Direct
14,23,right,female,3,13,FRi,Fearful,1,255,Inongruent
14,23,right,female,3,14,NDl,Neutral,1,338,Direct
14,23,right,female,3,15,NRr,Neutral,1,349,Congruent
14,23,right,female,3,16,FLc,Fearful,1,358,Congruent
14,23,right,female,3,17,NDl,Neutral,1,378,Direct
14,23,right,female,3,18,NDl,Neutral,1,764,Direct
14,23,right,female,3,19,FDr,Fearful,1,363,Direct
14,23,right,female,3,20,FDl,Fearful,1,300,Direct
14,23,right,female,3,21,FDr,Fearful,1,335,Direct
14,23,right,female,3,22,FRi,Fearful,1,286,Inongruent
14,23,right,female,3,23,NLr,Neutral,1,320,Inongruent
14,23,right,female,3,24,NDr,Neutral,1,449,Direct
14,23,right,female,3,25,FRc,Fearful,1,348,Congruent
14,23,right,female,3,26,NDr,Neutral,1,289,Direct
14,23,right,female,3,27,FRc,Fearful,1,347,Congruent
14,23,right,female,3,28,FLi,Fearful,1,279,Inongruent
14,23,right,female,3,29,NRl,Neutral,1,283,Inongruent
14,23,right,female,3,30,NRl,Neutral,1,323,Inongruent
14,23,right,female,3,31,NRr,Neutral,1,329,Congruent
14,23,right,female,3,32,FLc,Fearful,1,327,Congruent
14,23,right,female,3,33,FDl,Fearful,1,318,Direct
14,23,right,female,3,34,FRi,Fearful,1,328,Inongruent
14,23,right,female,3,35,FRc,Fearful,1,295,Congruent
14,23,right,female,3,36,NLr,Neutral,1,323,Inongruent
14,23,right,female,3,37,FLc,Fearful,1,285,Congruent
14,23,right,female,3,38,NLr,Neutral,1,312,Inongruent
14,23,right,female,3,39,NRr,Neutral,1,300,Congruent
14,23,right,female,3,40,NRr,Neutral,1,470,Congruent
14,23,right,female,3,41,NDl,Neutral,1,868,Direct
14,23,right,female,3,42,FLc,Fearful,1,394,Congruent
14,23,right,female,3,43,FRc,Fearful,1,314,Congruent
14,23,right,female,3,44,NRl,Neutral,1,385,Inongruent
14,23,right,female,3,45,NLl,Neutral,1,337,Congruent
14,23,right,female,3,46,FLi,Fearful,1,513,Inongruent
14,23,right,female,3,47,FRi,Fearful,1,295,Inongruent
14,23,right,female,3,48,NRr,Neutral,1,342,Congruent
